midx,long_ret,short_ret,gross_ret,long_cost,short_cost,net_ret
23809,-0.041155058272200784,-0.015325656883731567,-0.025829401388469217,6.507599294352755e-4,6.275007638976407e-4,-0.02960766208180213
23810,0.011019368502555086,-0.007607851176054841,0.018627219678609926,6.507599294352755e-4,6.275007638976407e-4,0.01484895898527701
23811,0.0025592757022389057,-0.045622760622781644,0.04818203632502055,6.507599294352755e-4,6.275007638976407e-4,0.04440377563168763
23812,-0.048277673747897626,0.001744863630381887,-0.05002253737827951,6.507599294352755e-4,6.275007638976407e-4,-0.05380079807161243
23813,0.01608863793810843,0.06509654159141744,-0.04900790365330901,6.507599294352755e-4,6.275007638976407e-4,-0.05278616434664193
23814,-0.023134259060328486,-0.017190543905930656,-0.00594371515439783,6.507599294352755e-4,6.275007638976407e-4,-0.009721975847730746
23815,0.06692849743397532,0.1031527818427437,-0.036224284408768376,6.507599294352755e-4,6.275007638976407e-4,-0.0400025451021013
23816,0.01863427321326181,0.030816750962038265,-0.012182477748776455,6.507599294352755e-4,6.275007638976407e-4,-0.015960738442109372
23817,0.018658865025710437,0.0407943931938489,-0.022135528168138463,6.507599294352755e-4,6.275007638976407e-4,-0.02591378886147138
23818,-0.01749382458340483,0.011757268796005882,-0.02925109337941071,6.507599294352755e-4,6.275007638976407e-4,-0.03302935407274363
23819,0.0329624865600739,0.01956365199478031,0.013398834565293592,6.507599294352755e-4,6.275007638976407e-4,0.00962057387196068
23820,0.046994069572747835,0.13853223904752485,-0.09153816947477701,6.507599294352755e-4,6.275007638976407e-4,-0.09531643016810992
23821,0.03562541133167748,-0.014530556864032072,0.050155968195709555,6.507599294352755e-4,6.275007638976407e-4,0.04637770750237664
23822,0.04328662658100724,-7.581730620700051e-4,0.04404479964307724,6.507599294352755e-4,6.275007638976407e-4,0.04026653894974433
23823,0.02122620250690784,-0.0033032186954737378,0.02452942120238158,6.507599294352755e-4,6.275007638976407e-4,0.020751160509048665
23824,0.06684828312030745,0.084850909483713155,-0.018002626363405702,6.507599294352755e-4,6.275007638976407e-4,-0.021780887056738623
23825,0.03294424570820874,0.021438464476968892,0.011505781231239846,6.507599294352755e-4,6.275007638976407e-4,0.007727520537906934
23826,-0.01715832205798285,0.017532689784560476,-0.03469101184254333,6.507599294352755e-4,6.275007638976407e-4,-0.038469272535876245
23827,0.008580761226654434,-0.0014929291347069047,0.010073690361361338,6.507599294352755e-4,6.275007638976407e-4,0.006295429668028421
23828,-0.0513808291833231,-0.02519568213814828,-0.02618514704517482,6.507599294352755e-4,6.275007638976407e-4,-0.02996340773850773
23829,0.08970560205605843,0.02406465616270196,0.06564094589335648,6.507599294352755e-4,6.275007638976407e-4,0.061862685200023554
23830,0.08343514124042109,0.09530484768125722,-0.011869706440836125,6.507599294352755e-4,6.275007638976407e-4,-0.015647967134169046
23831,0.03515599786587176,0.05981085247725584,-0.02465485461138408,6.507599294352755e-4,6.275007638976407e-4,-0.028433115304716993
23832,0.036631147089233575,-0.012182967764857116,0.04881411485409069,6.507599294352755e-4,6.275007638976407e-4,0.045035854160757775
23833,0.08084895586234726,0.08873555313931264,-0.007886597276965376,6.507599294352755e-4,6.275007638976407e-4,-0.011664857970298299
23834,0.070586407549868585,0.045083259358689856,0.02550314819117873,6.507599294352755e-4,6.275007638976407e-4,0.021724887497845808
23835,-0.014643383731770522,0.02278429950818244,-0.037427683239952964,6.507599294352755e-4,6.275007638976407e-4,-0.04120594393328588
23836,0.05910960271544512,-0.015321237018273051,0.07443083973371817,6.507599294352755e-4,6.275007638976407e-4,0.07065257904038526
23837,0.04439545402949433,0.020208063812267953,0.02418739021722638,6.507599294352755e-4,6.275007638976407e-4,0.02040912952389347
23838,-0.05595713175152604,-0.05501280365276438,-9.443280987616598e-4,6.507599294352755e-4,6.275007638976407e-4,-0.0047225887920945755
23839,0.03375272094333741,0.08910284754728626,-0.05535012660394885,6.507599294352755e-4,6.275007638976407e-4,-0.059128387297281766
23840,-0.1246864287139441,-0.0490460300278419,-0.0756403986861022,6.507599294352755e-4,6.275007638976407e-4,-0.07941865937943511
23841,0.05116214943120568,-0.02371763193084793,0.07487978136205362,6.507599294352755e-4,6.275007638976407e-4,0.07110152066872069
23842,0.0032534563882078878,0.028439203596527858,-0.02518574720831997,6.507599294352755e-4,6.275007638976407e-4,-0.028964007901652884
23843,-0.029088650491701763,-0.003058306996894732,-0.026030343494807033,6.507599294352755e-4,6.275007638976407e-4,-0.029808604188139947
23844,0.11048996646294632,0.11737669178522686,-0.006886725322280546,6.507599294352755e-4,6.275007638976407e-4,-0.010664986015613468
23845,-4.924640533775791e-4,0.059232784464225904,-0.05972524851760348,6.507599294352755e-4,6.275007638976407e-4,-0.0635035092109364
23846,-0.007088335666618676,-0.005881525054024497,-0.0012068106125941794,6.507599294352755e-4,6.275007638976407e-4,-0.004985071305927095
23847,-0.04680445218898782,-0.027147100210969978,-0.019657351978017844,6.507599294352755e-4,6.275007638976407e-4,-0.023435612671350754
23848,0.010185796132572016,0.00578580678596732,0.004399989346604696,6.507599294352755e-4,6.275007638976407e-4,6.217286532717793e-4
23849,0.06698171451384083,0.03648817194538791,0.030493542568452922,6.507599294352755e-4,6.275007638976407e-4,0.02671528187512
23850,0.013225179728959134,-0.008341143273800075,0.021566323002759208,6.507599294352755e-4,6.275007638976407e-4,0.017788062309426294
23851,0.03890859555221532,0.03207877299150945,0.00682982256070587,6.507599294352755e-4,6.275007638976407e-4,0.0030515618673729547
23852,-0.01709584890600681,-0.03352278737067543,0.01642693846466862,6.507599294352755e-4,6.275007638976407e-4,0.012648677771335702
23853,-0.24513942959418686,-0.1143731346819862,-0.13076629491220065,6.507599294352755e-4,6.275007638976407e-4,-0.13454455560553358
23854,-0.07563923877204483,-0.05392533796218962,-0.021713900809855205,6.507599294352755e-4,6.275007638976407e-4,-0.025492161503188126
23855,0.15807364052998676,0.010682371275459169,0.14739126925452758,6.507599294352755e-4,6.275007638976407e-4,0.14361300856119466
23856,0.03692007092661688,0.09785629011566006,-0.060936219189043184,6.507599294352755e-4,6.275007638976407e-4,-0.0647144798823761
23857,0.0371328307316388,0.05517949366512419,-0.01804666293348539,6.507599294352755e-4,6.275007638976407e-4,-0.021824923626818305
23858,-0.006626199922983959,-0.003766010929451835,-0.0028601889935321242,6.507599294352755e-4,6.275007638976407e-4,-0.00663844968686504
23859,-0.004437877943049215,0.008697975750851343,-0.013135853693900558,6.507599294352755e-4,6.275007638976407e-4,-0.016914114387233472
23860,0.016683669198625295,0.0071797208413684095,0.009503948357256885,6.507599294352755e-4,6.275007638976407e-4,0.005725687663923968
23861,0.0327619465326682,0.04449585871982238,-0.01173391218715418,6.507599294352755e-4,6.275007638976407e-4,-0.015512172880487096
23862,0.002837822701448249,0.012911492230077752,-0.010073669528629503,6.507599294352755e-4,6.275007638976407e-4,-0.01385193022196242
23863,-0.010362649849832522,-7.862511196446778e-4,-0.009576398730187844,6.507599294352755e-4,6.275007638976407e-4,-0.013354659423520761
23864,0.038333025997818876,0.05219130392337076,-0.013858277925551887,6.507599294352755e-4,6.275007638976407e-4,-0.0176365386188848
23865,0.03624176949859166,0.02631399364289142,0.00992777585570024,6.507599294352755e-4,6.275007638976407e-4,0.006149515162367327
23866,-0.018392987924609076,-0.024902294071552943,0.006509306146943866,6.507599294352755e-4,6.275007638976407e-4,0.002731045453610951
23867,0.008559555080156192,0.01442246657792093,-0.005862911497764738,6.507599294352755e-4,6.275007638976407e-4,-0.009641172191097655
23868,0.06406577620866523,0.04479101851121522,0.01927475769745001,6.507599294352755e-4,6.275007638976407e-4,0.015496497004117088
23869,-0.008352554470540171,-0.028831831807269122,0.02047927733672895,6.507599294352755e-4,6.275007638976407e-4,0.016701016643396037
23870,0.04562091707613293,0.019210383664411176,0.026410533411721754,6.507599294352755e-4,6.275007638976407e-4,0.022632272718388843
