midx,mom_tercile,max_tercile,ew_ret,n
23840,3,3,-0.09709846653903947,31
23841,1,1,-0.02371763193084793,17
23841,1,2,0.05013558707603413,21
23841,1,3,0.0238002696141973,32
23841,2,1,0.04975330543445223,23
23841,2,2,0.04909375496999256,24
23841,2,3,0.06063067248749017,23
23841,3,1,0.05116214943120568,30
23841,3,2,0.08338325604070745,25
23841,3,3,0.059207488259597665,15
23842,1,1,0.028439203596527858,24
23842,1,2,0.01163992525342779,15
23842,1,3,-0.0027468633345926986,31
23842,2,1,0.02513685059496394,23
23842,2,2,0.01635087519515107,32
23842,2,3,-0.013941204117599377,15
23842,3,1,0.0032534563882078878,23
23842,3,2,6.233020453826717e-4,23
23842,3,3,0.004409053901564509,24
23843,1,1,-0.003058306996894732,18
23843,1,2,-0.01798448079658644,24
23843,1,3,-0.06628091856530834,28
23843,2,1,-0.024262987959204688,28
23843,2,2,-0.02970720281200887,22
23843,2,3,-0.025576269557271446,20
23843,3,1,-0.029088650491701763,24
23843,3,2,-0.007579339298493137,24
23843,3,3,-0.028502073643529025,22
23844,1,1,0.11737669178522686,17
23844,1,2,0.16261979344655975,22
23844,1,3,0.16634289910321506,32
23844,2,1,0.09989617366979292,26
23844,2,2,0.15972794552729075,26
23844,2,3,0.14600783549883797,18
23844,3,1,0.11048996646294632,28
23844,3,2,0.13273803659271477,22
23844,3,3,0.20993340714836325,20
23845,1,1,0.059232784464225904,16
23845,1,2,0.06842477319747291,26
23845,1,3,0.08015786745928385,29
23845,2,1,0.05021071315378053,28
23845,2,2,0.04720354889912526,18
23845,2,3,0.057841452791189,25
23845,3,1,-4.924640533775791e-4,27
23845,3,2,0.08686593692152161,27
23845,3,3,0.10876597802956375,16
23846,1,1,-0.005881525054024497,18
23846,1,2,-0.003754794502359049,24
23846,1,3,0.04861401892582144,29
23846,2,1,0.0129834488587646,26
23846,2,2,0.030846784778840203,24
23846,2,3,0.01858903666660371,21
23846,3,1,-0.007088335666618676,27
23846,3,2,0.017332851704890358,23
23846,3,3,0.021513337326163437,20
23847,1,1,-0.027147100210969978,18
23847,1,2,-0.04488404158012869,22
23847,1,3,0.002833999669168759,31
23847,2,1,-0.03128062882329164,31
23847,2,2,-0.018658810944049205,22
23847,2,3,-0.04254916993762539,18
23847,3,1,-0.04680445218898782,22
23847,3,2,-0.017587493453963068,27
23847,3,3,-0.04692301067091507,21
23848,1,1,0.00578580678596732,21
23848,1,2,-0.0022755482530239395,23
23848,1,3,-4.389011123627966e-5,28
23848,2,1,-0.012818086118907423,34
23848,2,2,0.016342755628047934,22
23848,2,3,0.012609165270919421,15
23848,3,1,0.010185796132572016,17
23848,3,2,0.008451367506069285,26
23848,3,3,0.023685968509536876,28
23849,1,1,0.03648817194538791,27
23849,1,2,0.05157215693376123,19
23849,1,3,0.009320778158397925,26
23849,2,1,0.020903852495986842,28
23849,2,2,0.049849720629825275,28
23849,2,3,0.03800870006369435,16
23849,3,1,0.06698171451384083,17
23849,3,2,0.06491244262481337,25
23849,3,3,0.006444627400799395,29
23850,1,1,-0.008341143273800075,17
23850,1,2,0.06375728218463772,29
23850,1,3,0.04122496693688569,26
23850,2,1,0.03079021243022309,32
23850,2,2,0.03720870724573739,24
23850,2,3,0.03754617496560314,16
23850,3,1,0.013225179728959134,23
23850,3,2,0.07145935792360285,19
23850,3,3,0.033583803747213106,29
23851,1,1,0.03207877299150945,22
23851,1,2,0.039576658503913315,22
23851,1,3,0.05656766348395513,28
23851,2,1,0.04496918832421716,31
23851,2,2,0.028262112106732892,26
23851,2,3,0.021144031593832442,15
23851,3,1,0.03890859555221532,19
23851,3,2,0.07675049364054316,24
23851,3,3,0.0567330063912009,28
23852,1,1,-0.03352278737067543,32
23852,1,2,-0.010068074663498034,18
23852,1,3,-0.05423164735070319,22
23852,2,1,-0.023375644231343334,19
23852,2,2,-0.03458728459262027,31
23852,2,3,0.0030315752164139977,22
23852,3,1,-0.01709584890600681,21
23852,3,2,-0.004404319716710988,23
23852,3,3,2.2803415020762858e-5,28
23853,1,1,-0.1143731346819862,33
23853,1,2,-0.1527704477634187,16
23853,1,3,-0.2676243843073686,24
23853,2,1,-0.2262072350561601,25
23853,2,2,-0.2637746733079112,28
23853,2,3,-0.29020404105327685,19
23853,3,1,-0.24513942959418686,15
23853,3,2,-0.24480966772190596,28
23853,3,3,-0.31853095078015764,29
23854,1,1,-0.05392533796218962,38
23854,1,2,-0.06295491425684892,19
23854,1,3,-0.05660957561584497,16
23854,2,1,-0.05538213778556837,24
23854,2,2,-0.08967655893708353,28
23854,2,3,-0.10054440586929303,21
23854,3,1,-0.07563923877204483,11
23854,3,2,-0.04193919089548089,26
23854,3,3,-0.057423535721502536,35
23855,1,1,0.010682371275459169,30
23855,1,2,0.027423526254968262,23
23855,1,3,-0.008279466728976196,20
23855,2,1,0.07074112265114392,25
23855,2,2,0.08425402712458743,22
23855,2,3,0.07218836073855153,26
23855,3,1,0.15807364052998676,18
23855,3,2,0.11097551389828068,28
23855,3,3,0.20067186464698628,26
23856,1,1,0.09785629011566006,23
23856,1,2,0.08319407117248682,24
23856,1,3,0.14739322306302097,26
23856,2,1,0.09372569664855494,35
23856,2,2,0.03158333279710521,23
23856,2,3,0.04737157364111798,15
23856,3,1,0.03692007092661688,15
23856,3,2,0.021710805301869345,26
23856,3,3,-0.022683153796918962,31
23857,1,1,0.05517949366512419,15
23857,1,2,0.0340147429808418,27
23857,1,3,0.07311422843254861,31
23857,2,1,0.008778362070089231,31
23857,2,2,0.05644581069731246,23
23857,2,3,0.08157552262639545,19
23857,3,1,0.0371328307316388,27
23857,3,2,0.07310789494816657,23
23857,3,3,0.11419285259833922,22
23858,1,1,-0.003766010929451835,8
23858,1,2,0.017129308079001877,23
23858,1,3,0.010385091908982005,42
23858,2,1,-0.0094685373303691,33
23858,2,2,-0.03090727999624749,28
23858,2,3,0.036801025518831854,12
23858,3,1,-0.006626199922983959,32
23858,3,2,-0.006741897004781435,22
23858,3,3,0.006055974759697537,18
23859,1,1,0.008697975750851343,17
23859,1,2,0.006735117906510373,24
23859,1,3,0.027323621141155427,32
23859,2,1,-0.0062074129642556,26
23859,2,2,0.005617768632033825,27
23859,2,3,0.019250428244738483,20
23859,3,1,-0.004437877943049215,30
23859,3,2,-0.012405655826925337,22
23859,3,3,0.058005576575990835,20
23860,1,1,0.0071797208413684095,17
23860,1,2,0.01295567766157454,19
23860,1,3,-0.0023229917996943246,37
23860,2,1,0.01898124364599436,29
23860,2,2,-0.003486458050914817,26
23860,2,3,-0.01590163478741104,18
23860,3,1,0.016683669198625295,27
23860,3,2,-0.013324808364100417,28
23860,3,3,-0.035548326727108545,17
23861,1,1,0.04449585871982238,13
23861,1,2,0.10678723160059159,23
23861,1,3,0.07478219803953493,37
23861,2,1,0.025125556119535136,26
23861,2,2,0.04660814437450257,25
23861,2,3,0.07140217364851113,22
23861,3,1,0.0327619465326682,34
23861,3,2,0.061787401570581255,25
23861,3,3,0.08332817517219046,14
23862,1,1,0.012911492230077752,20
23862,1,2,-0.0031035263748871505,19
23862,1,3,5.012696285545914e-4,34
23862,2,1,-0.017123384362467565,25
23862,2,2,0.019071928756420626,28
23862,2,3,-0.03329715937218695,20
23862,3,1,0.002837822701448249,28
23862,3,2,-0.026608933822087434,26
23862,3,3,-0.026487447213546282,19
23863,1,1,-7.862511196446778e-4,14
23863,1,2,-0.023073375316388825,29
23863,1,3,0.03733628281040965,31
23863,2,1,-0.01196735024404878,28
23863,2,2,-0.02299567800546907,23
23863,2,3,-0.057420511399590125,23
23863,3,1,-0.010362649849832522,32
23863,3,2,-0.04237524937719546,22
23863,3,3,-0.07286344855520267,19
23864,1,1,0.05219130392337076,18
23864,1,2,0.034682949019588225,24
23864,1,3,0.010607506101752843,33
23864,2,1,0.02276624958608629,25
23864,2,2,0.050009344126239016,24
23864,2,3,0.03648058292376748,25
23864,3,1,0.038333025997818876,32
23864,3,2,0.03463249557010202,26
23864,3,3,0.05488079957665905,16
23865,1,1,0.02631399364289142,18
23865,1,2,0.005044805053335526,28
23865,1,3,0.005440045485146264,29
23865,2,1,0.04171277244547251,24
23865,2,2,0.005182807526111094,29
23865,2,3,-0.013634234047705942,22
23865,3,1,0.03624176949859166,33
23865,3,2,0.009280254722419985,18
23865,3,3,-0.026889719137553378,23
23866,1,1,-0.024902294071552943,18
23866,1,2,-0.01958906295626619,29
23866,1,3,-0.04815463084359519,29
23866,2,1,-0.029702233668194945,26
23866,2,2,-0.01630962239534107,30
23866,2,3,-0.036928843562971776,19
23866,3,1,-0.018392987924609076,32
23866,3,2,-4.8274689117334263e-4,16
23866,3,3,-0.018953932781722943,27
23867,1,1,0.01442246657792093,25
23867,1,2,0.03252514857671438,27
23867,1,3,0.07618249934904793,24
23867,2,1,0.012640827446964495,29
23867,2,2,0.018567322937381323,24
23867,2,3,0.03567586045070713,23
23867,3,1,0.008559555080156192,22
23867,3,2,0.017554664923739652,25
23867,3,3,0.02746756894538091,28
23868,1,1,0.04479101851121522,28
23868,1,2,0.06469199587484092,24
23868,1,3,0.06661517389623038,24
23868,2,1,0.030790380181712377,29
23868,2,2,0.057808062680958755,31
23868,2,3,0.09229130232320541,16
23868,3,1,0.06406577620866523,19
23868,3,2,0.09243721611612236,21
23868,3,3,0.06546661797780831,36
23869,1,1,-0.028831831807269122,17
23869,1,2,-0.010884069421815943,26
23869,1,3,-0.021110264400728055,33
23869,2,1,-0.027753454157784196,36
23869,2,2,-0.017744542079504246,23
23869,2,3,-0.006491049431246478,17
23869,3,1,-0.008352554470540171,23
23869,3,2,0.006423863531821953,27
23869,3,3,0.04129178199305358,26
23870,1,1,0.019210383664411176,27
23870,1,2,0.03350507421723469,23
23870,1,3,0.013114083835128115,27
23870,2,1,0.015546835733556363,34
23870,2,2,0.023145004897333087,25
23870,2,3,0.03387675312893669,17
23870,3,1,0.04562091707613293,16
23870,3,2,0.03311166280535868,28
23870,3,3,0.026612552234239008,32
23871,1,1,0.04182339746989752,26
23871,1,2,0.027544393863960872,26
23871,1,3,0.0695301468203662,25
23871,2,1,0.04706985121628957,33
23871,2,2,0.07312297068596063,23
23871,2,3,0.06596862760266196,20
23871,3,1,0.05949098449131744,18
23871,3,2,0.04752673875929979,27
23871,3,3,0.06271585683549183,31
23872,1,1,0.06100299410680362,23
23872,1,2,0.03563618954975759,28
23872,1,3,0.046403123441965545,26
23872,2,1,0.04005723557478861,34
23872,2,2,0.062272516861985795,24
23872,2,3,0.044073949869064405,18
23872,3,1,0.040812901535385006,20
23872,3,2,0.03757331105707394,24
23872,3,3,0.05531983999299854,32
23873,1,1,-0.0011780853021933874,25
23873,1,2,-0.016803935880683296,22
23873,1,3,-0.07331288915684916,30
23873,2,1,0.0024059363763610335,31
23873,2,2,2.491711527962748e-4,23
23873,2,3,-0.0050063329905136,22
23873,3,1,0.020164139546012372,21
23873,3,2,-0.005019688587239475,31
23873,3,3,-0.0028135536608878227,24
23874,1,1,0.06533017376556459,23
23874,1,2,0.07225372855261442,28
23874,1,3,-0.0144992662055146,26
23874,2,1,0.07100758771284538,34
23874,2,2,0.08962634475464269,26
23874,2,3,0.06521409379974737,17
23874,3,1,0.08521496767010388,20
23874,3,2,0.08743335618588634,23
23874,3,3,0.12259023530521983,33
23875,1,1,0.026724715304027702,35
23875,1,2,0.035687639340891156,19
23875,1,3,0.05989355485664746,23
23875,2,1,-9.852859784435085e-4,25
23875,2,2,0.022105626780893638,29
23875,2,3,0.029298219132223705,23
23875,3,1,0.0045959129247369074,17
23875,3,2,0.03247177760349227,29
23875,3,3,0.03725851679472093,31
23876,1,1,-0.01400766003371114,24
23876,1,2,-0.018012442010932144,28
23876,1,3,0.0022053174085874616,25
23876,2,1,-4.800007060748347e-4,36
23876,2,2,-0.019400679555786268,23
23876,2,3,-0.018693016387803664,18
23876,3,1,-0.002616272749777073,17
23876,3,2,0.023537817495173436,26
23876,3,3,0.017509310211855367,34
23877,1,1,-0.020600595988666735,22
23877,1,2,-0.008787645023388448,20
23877,1,3,-0.08097866234350971,35
23877,2,1,-0.005119154331702491,32
23877,2,2,-0.015867077097962104,24
23877,2,3,-0.020502819494651867,21
23877,3,1,-0.019947058595398942,23
23877,3,2,0.005810998209285302,33
23877,3,3,-0.06111962733055529,21
23878,1,1,0.028241617469458895,27
23878,1,2,-0.00710612179440199,25
23878,1,3,0.023068344062198636,25
23878,2,1,0.011007973957784873,25
23878,2,2,0.03249186862629696,27
23878,2,3,0.0021591994745046882,25
23878,3,1,0.03764159892537707,25
23878,3,2,0.043176077191050835,25
23878,3,3,0.023030448257094403,27
23879,1,1,0.03147684445858276,35
23879,1,2,0.07368242817348719,19
23879,1,3,0.02054344704271123,23
23879,2,1,0.018666647121719518,26
23879,2,2,0.004775412528645813,25
23879,2,3,0.023488152129647645,26
23879,3,1,0.011265814184961906,16
23879,3,2,0.01642119944068963,33
23879,3,3,0.014134803614252456,28
23880,1,1,-0.042820474157361746,29
23880,1,2,-0.027069250535873748,19
23880,1,3,-0.054199586356510225,29
23880,2,1,-0.06696764296664524,29
23880,2,2,-0.06907201531763273,32
23880,2,3,-0.05177453694826065,16
23880,3,1,-0.08823782243299173,19
23880,3,2,-0.09006043586127867,26
23880,3,3,-0.07302279230711976,32
23881,1,1,0.010845385107098957,23
23881,1,2,0.009548062847464296,24
23881,1,3,0.07471693237003403,30
23881,2,1,0.010355177942993565,30
23881,2,2,0.010491312336175094,30
23881,2,3,0.027382240776648824,17
23881,3,1,0.029966122725581246,24
23881,3,2,0.036858904671252225,23
23881,3,3,0.027046600351306693,30
23882,1,1,0.029474070110601224,18
23882,1,2,0.022023773660606004,26
23882,1,3,0.11279735827534992,33
23882,2,1,0.011965740234546756,33
23882,2,2,0.03410576582212589,25
23882,2,3,0.04041311760335918,19
23882,3,1,0.027810545611097533,26
23882,3,2,0.03516601624255097,26
23882,3,3,0.04491915962298165,25
23883,1,1,-0.02675986196933832,20
23883,1,2,-0.036272722333730884,22
23883,1,3,-0.05009320682061126,36
23883,2,1,-0.032802867239748505,37
23883,2,2,-0.020606259353423768,20
23883,2,3,-0.024066777678411127,20
23883,3,1,-0.010620044088195299,21
23883,3,2,-0.01573901574177718,35
23883,3,3,-0.03719910754769089,21
23884,1,1,0.0627357044797466,18
23884,1,2,0.07894454954834021,28
23884,1,3,0.11188526381097355,32
23884,2,1,0.06887411672413546,36
23884,2,2,0.10413649506885346,28
23884,2,3,0.12953386152906674,13
23884,3,1,0.07947997036864154,24
23884,3,2,0.11667295875854539,21
23884,3,3,0.13747602875472,32
23885,1,1,-0.02348428902842191,17
23885,1,2,-0.019852182182973514,24
23885,1,3,0.010113315774244274,37
23885,2,1,0.0035922194732647414,39
23885,2,2,0.010934444077098607,24
23885,2,3,-0.0010384310925200377,14
23885,3,1,0.008209532813143499,22
23885,3,2,0.006489235993956046,29
23885,3,3,0.03235745798167357,26
23886,1,1,-0.040535581142924916,18
23886,1,2,-0.032020377333222536,24
23886,1,3,-0.0569617347596317,36
23886,2,1,0.008549402778627242,43
23886,2,2,-0.013220472285572807,27
23886,2,3,-0.05799997726631016,7
23886,3,1,0.021605818788291792,17
23886,3,2,-0.02041584823973089,26
23886,3,3,0.005740603503035187,34
23887,1,1,-0.11655722792808663,20
23887,1,2,-0.10202252288808117,27
23887,1,3,-0.1208171678295249,31
23887,2,1,-0.08867239742323767,42
23887,2,2,-0.10099230629974024,22
23887,2,3,-0.11215741295547894,14
23887,3,1,-0.11720454702855221,16
23887,3,2,-0.07843597213354168,29
23887,3,3,-0.1265435787067334,33
23888,1,1,-0.08134711885788112,23
23888,1,2,-0.0728847018149891,28
23888,1,3,-0.09155505114870738,28
23888,2,1,-0.05105205274137695,37
23888,2,2,-0.059374332111731626,25
23888,2,3,-0.055806440584892994,16
23888,3,1,-0.07784296523522671,19
23888,3,2,-0.043401600986417314,25
23888,3,3,-0.08336377931764914,34
23889,1,1,-0.029480744978605106,23
23889,1,2,-0.05230716261993207,27
23889,1,3,-0.046345990605967634,29
23889,2,1,0.02718413916280779,37
23889,2,2,0.00200820967233839,26
23889,2,3,0.017883834767098906,15
23889,3,1,0.003981513354108328,19
23889,3,2,-0.022608634842568722,25
23889,3,3,-0.024558976590815115,34
23890,1,1,0.10351484742645103,22
23890,1,2,0.12206521709831786,24
23890,1,3,0.14741795106440583,33
23890,2,1,0.07025152729112615,34
23890,2,2,0.08887769250620567,29
23890,2,3,0.11441504204998648,16
23890,3,1,0.09597065890568918,23
23890,3,2,0.0894324816236888,26
23890,3,3,0.07218410452986926,29
23891,1,1,0.04321824005881483,16
23891,1,2,0.04614995310262087,25
23891,1,3,0.042921009020959924,38
23891,2,1,0.03869981210995978,35
23891,2,2,0.058376744205368675,26
23891,2,3,0.09602521392242282,18
23891,3,1,0.005301320540608045,28
23891,3,2,0.026063279048988672,28
23891,3,3,0.03589744400872665,23
23892,1,1,0.03785800935985262,8
23892,1,2,0.11434595555655958,21
23892,1,3,0.18290666351408943,50
23892,2,1,0.03683797076741067,31
23892,2,2,0.055027675466186435,34
23892,2,3,0.10058803931612949,14
23892,3,1,0.014218843205817825,40
23892,3,2,0.05747230264648309,24
23892,3,3,0.1449093482764806,15
23893,1,1,0.07253638481692058,11
23893,1,2,0.06584351834924604,26
23893,1,3,0.14512420812397894,43
23893,2,1,0.05200855712939714,29
23893,2,2,0.0854397420394846,31
23893,2,3,0.10574517481630827,19
23893,3,1,0.0833997133302892,40
23893,3,2,0.0971666630452622,22
23893,3,3,0.10888361285921935,17
23894,1,1,0.032069512640443096,15
23894,1,2,0.030273852709144254,26
23894,1,3,0.062480601572219616,39
23894,2,1,0.0369907981599067,36
23894,2,2,0.011240983125661868,25
23894,2,3,0.11384613964819901,18
23894,3,1,0.0639472584877327,29
23894,3,2,0.06641933511914469,28
23894,3,3,0.03905668268181799,22
23895,1,1,-5.62642652539755e-4,14
23895,1,2,0.005696863467554949,28
23895,1,3,0.02451828698302193,38
23895,2,1,0.005951591704796013,37
23895,2,2,0.03993526675842868,20
23895,2,3,-0.0055744067031988425,23
23895,3,1,0.011015035162545017,29
23895,3,2,0.009012842715599581,32
23895,3,3,0.03020123400621539,19
23896,1,1,0.05192336528244592,21
23896,1,2,0.07690667111436393,29
23896,1,3,0.08430343861442462,31
23896,2,1,0.031733570651940005,39
23896,2,2,0.03177412563909883,24
23896,2,3,0.035989687224866215,17
23896,3,1,0.04018169222343189,21
23896,3,2,0.06479412084526075,27
23896,3,3,0.03638825937810146,32
23897,1,1,-0.0322278257968245,23
23897,1,2,-0.028623964518850704,28
23897,1,3,-0.023412759124344002,30
23897,2,1,-0.02259654384690183,39
23897,2,2,-0.03965406922608746,23
23897,2,3,-0.060488177548138886,18
23897,3,1,-0.030567939797463962,19
23897,3,2,-0.03691417639072813,29
23897,3,3,-0.049798335200987864,32
23898,1,1,0.016880621131513424,16
23898,1,2,0.04309045288802398,25
23898,1,3,0.010300193201886765,40
23898,2,1,0.025152106870508596,41
23898,2,2,0.05737051618873316,18
23898,2,3,0.04039286166376779,21
23898,3,1,0.06621747824666868,24
23898,3,2,0.07527331903879354,37
23898,3,3,0.05330828068618758,19
23899,1,1,0.028853450765454,21
23899,1,2,0.022003290621052784,29
23899,1,3,0.025825430884789353,31
23899,2,1,0.030354430011998397,40
23899,2,2,0.017154219881435485,20
23899,2,3,0.05537362148024875,20
23899,3,1,0.033920656902608155,20
23899,3,2,0.05189914567998753,31
23899,3,3,0.09322345375224671,29
23900,1,1,-0.01344393265829743,28
23900,1,2,-0.0244660751188648,31
23900,1,3,-0.042479138716917164,22
23900,2,1,0.023603066231835175,38
23900,2,2,-0.010539795585153453,25
23900,2,3,-0.022429923001251885,18
23900,3,1,0.019239834146252934,15
23900,3,2,0.0029084407006401583,25
23900,3,3,8.325715781584086e-4,40
23901,1,1,0.02793091478375086,33
23901,1,2,-0.01774804710658332,21
23901,1,3,0.019165857650127672,27
23901,2,1,0.029179885945571703,34
23901,2,2,0.031139903846068434,30
23901,2,3,0.005915076637728944,17
23901,3,1,0.050651164330912754,14
23901,3,2,0.03485386878812824,30
23901,3,3,0.10207543401860338,36
23902,1,1,-0.013631093942858582,34
23902,1,2,-0.03429880838338453,27
23902,1,3,-0.0682613957573795,20
23902,2,1,-0.007291893831316054,33
23902,2,2,-0.022776440235643763,32
23902,2,3,-0.053577411557920604,16
23902,3,1,-0.026859043021599683,14
23902,3,2,-0.039607792748447654,22
23902,3,3,-0.03275178033014249,44
23903,1,1,0.07931207670565706,33
23903,1,2,0.06059942360321284,25
23903,1,3,0.0831810558696347,23
23903,2,1,0.09844207117438894,34
23903,2,2,0.11882207804052,27
23903,2,3,0.14206442329752553,20
23903,3,1,0.15586579723470156,14
23903,3,2,0.13675171125536464,29
23903,3,3,0.16794733667477976,37
23904,1,1,-0.0020663974183935028,29
23904,1,2,0.0245235978589526,29
23904,1,3,0.06670245735891507,23
23904,2,1,5.055167986108999e-4,36
23904,2,2,0.008587545893432537,27
23904,2,3,0.020453492764259933,18
23904,3,1,0.05462322582958615,16
23904,3,2,-0.017587652607610374,25
23904,3,3,0.0986658619001614,39
23905,1,1,-9.798688156261543e-4,29
23905,1,2,0.009026831258670674,32
23905,1,3,0.012024525018626595,20
23905,2,1,0.01267800138727312,37
23905,2,2,0.021719249791444215,26
23905,2,3,0.03286502942394552,18
23905,3,1,0.02961203956114311,15
23905,3,2,0.041874269039819,23
23905,3,3,0.027708478237282497,42
23906,1,1,-0.005764104147135731,20
23906,1,2,-0.01585327424249307,31
23906,1,3,-0.03405201456733404,30
23906,2,1,-0.008347232975823697,42
23906,2,2,0.017274158351221577,23
23906,2,3,-0.024526372813525668,16
23906,3,1,-0.017698838976751445,19
23906,3,2,-0.031007730269383825,27
23906,3,3,-0.03273632743553737,34
23907,1,1,0.019749952735385483,26
23907,1,2,-0.0011484026821719268,27
23907,1,3,0.07312195207939888,28
23907,2,1,0.02982777567621926,39
23907,2,2,0.01455592722813286,24
23907,2,3,-0.06607743477430872,18
23907,3,1,0.0423430227639726,16
23907,3,2,4.329249172677504e-4,30
23907,3,3,-0.05399924969031165,34
23908,1,1,0.02059524161391261,29
23908,1,2,0.02438128756964185,26
23908,1,3,0.011038333797930795,26
23908,2,1,0.011409842439424549,34
23908,2,2,0.03565301760510149,33
23908,2,3,0.015812981511542236,14
23908,3,1,0.014432286487125422,18
23908,3,2,0.0372301798382053,22
23908,3,3,0.002039313346038362,40
23909,1,1,0.010464915121821593,25
23909,1,2,0.00306265120296223,29
23909,1,3,-0.07998150515882028,28
23909,2,1,-0.0016164855344139735,38
23909,2,2,-0.021252931032726536,29
23909,2,3,-0.022361567515997372,14
23909,3,1,0.007494086038415998,19
23909,3,2,-0.03237266462890341,23
23909,3,3,-0.05771277230530264,39
23910,1,1,0.03016202680451361,24
23910,1,2,0.06697488602150982,25
23910,1,3,0.045279457617698096,33
23910,2,1,0.05710370150899656,30
23910,2,2,0.02646707224748964,29
23910,2,3,0.04876426382391828,22
23910,3,1,0.0721035692675333,28
23910,3,2,0.044538661519298896,27
23910,3,3,0.07090712477381064,26
23911,1,1,-0.017165207037356606,28
23911,1,2,0.002037063723394844,30
23911,1,3,-0.032714693109958407,24
23911,2,1,-0.008239587617001947,39
23911,2,2,-0.011380658241720949,23
23911,2,3,-0.04080013666833268,20
23911,3,1,-0.023653751408478745,15
23911,3,2,-0.04806159730877016,29
23911,3,3,-0.020372969560050785,38
23912,1,1,0.012142984808077332,23
23912,1,2,0.014390694506486735,24
23912,1,3,0.044329985171613316,36
23912,2,1,0.028773795243795607,30
23912,2,2,0.027924943554602677,35
23912,2,3,0.05708387855915851,17
23912,3,1,0.03337671386252304,30
23912,3,2,0.037097907643518266,23
23912,3,3,0.014013352748738285,29
23913,1,1,-0.004249853732393146,25
23913,1,2,0.01043018098616573,19
23913,1,3,0.04725565952682109,39
23913,2,1,0.003102709650342894,35
23913,2,2,0.033473071330723365,32
23913,2,3,0.04744151526964774,16
23913,3,1,0.015520879130849008,23
23913,3,2,0.04772556098896818,32
23913,3,3,0.05855133058797968,27
23914,1,1,0.03811751314733411,20
23914,1,2,0.020214010489486324,24
23914,1,3,0.09450475607311708,39
23914,2,1,0.030163055452547473,39
23914,2,2,0.0363389886428365,28
23914,2,3,0.07099210081145786,16
23914,3,1,0.03383958725971063,24
23914,3,2,0.041601201813641235,31
23914,3,3,0.09935125398306502,28
23915,1,1,0.00744046737343978,21
23915,1,2,0.031031741716959948,23
23915,1,3,-0.0018379909176027115,40
23915,2,1,0.027849461365383812,41
23915,2,2,0.017175816696709485,28
23915,2,3,0.05902792190922666,14
23915,3,1,0.034597001303910385,22
23915,3,2,0.040056487686534345,32
23915,3,3,0.04976856746796236,29
23916,1,1,0.014764609260175096,23
23916,1,2,-0.01611793679620437,29
23916,1,3,0.04582925606626014,32
23916,2,1,0.009998783688220467,35
23916,2,2,0.026638954631022577,30
23916,2,3,0.02371781804541111,19
23916,3,1,0.014415034119727697,26
23916,3,2,0.06172365746022192,25
23916,3,3,0.05910788731448466,33
23917,1,1,0.007552996847491453,30
23917,1,2,-0.040669657948542284,25
23917,1,3,-0.04005368467526063,30
23917,2,1,0.012078578910522709,40
23917,2,2,0.03442476108546429,27
23917,2,3,0.014698912645613637,17
23917,3,1,0.037074408280633686,15
23917,3,2,0.021033152153378518,32
23917,3,3,0.009044672823655609,37
23918,1,1,0.015062104386087146,21
23918,1,2,0.027075840266804194,28
23918,1,3,0.04782973001730271,36
23918,2,1,0.025323796142834698,43
23918,2,2,0.049548979521271845,28
23918,2,3,0.046092654195189806,14
23918,3,1,0.04778594769349512,21
23918,3,2,0.03071628044331308,29
23918,3,3,0.055749366678919825,34
23919,1,1,-0.020148281657631953,27
23919,1,2,-0.01510135214928495,28
23919,1,3,0.021581921559794392,31
23919,2,1,-0.022291686305223823,38
23919,2,2,0.0020076593556719972,29
23919,2,3,-0.014188661522420246,18
23919,3,1,-0.050713333309648945,21
23919,3,2,-0.04144875891565865,28
23919,3,3,-0.02996857378944621,36
23920,1,1,0.028052250950638298,17
23920,1,2,0.053233708403320715,32
23920,1,3,0.06334936651813886,37
23920,2,1,0.013137903862077254,43
23920,2,2,0.007912198365134172,25
23920,2,3,0.035437090053084486,18
23920,3,1,-0.018046879746749435,26
23920,3,2,0.04306094033861647,29
23920,3,3,0.1114120965564722,30
23921,1,1,0.026865866702813705,20
23921,1,2,-0.05589951160019421,26
23921,1,3,-0.010455112446023344,40
23921,2,1,0.015247828436986733,38
23921,2,2,0.002492188604641371,32
23921,2,3,0.027416959580323835,16
23921,3,1,0.0398593611586985,28
23921,3,2,0.031249469985443288,28
23921,3,3,0.025400412026375573,29
23922,1,1,0.004948612241713301,25
23922,1,2,-0.036065425104936606,33
23922,1,3,-0.014019962863167063,28
23922,2,1,0.006270577249125266,36
23922,2,2,-0.0017111725597765137,24
23922,2,3,0.018135113635178536,26
23922,3,1,0.020630069545263148,25
23922,3,2,-0.0018152044426525365,29
23922,3,3,0.032429737180543296,32
23923,1,1,0.04211105099729329,37
23923,1,2,0.028082768541625176,26
23923,1,3,0.08691285768879313,25
23923,2,1,0.028951419101320507,36
23923,2,2,0.05334637624423149,32
23923,2,3,0.11026334819535247,19
23923,3,1,0.06133345536377845,15
23923,3,2,0.05333674121738656,29
23923,3,3,0.09288940583806306,43
23924,1,1,-0.010064754165014782,30
23924,1,2,-0.018882661928715554,32
23924,1,3,0.009274000239441632,26
23924,2,1,-7.763454696901307e-5,39
23924,2,2,0.006831278292650644,31
23924,2,3,0.016066400194580686,17
23924,3,1,0.0270390275035022,19
23924,3,2,0.03382416402750847,24
23924,3,3,0.04444290990770601,44
23925,1,1,-0.008220239495797844,24
23925,1,2,0.05983364994411558,34
