midx,mom_tercile,max_tercile,ew_ret,n
23738,3,2,0.048122001524873254,8
23738,3,3,0.08740941923977455,12
23739,1,1,0.12018018331374121,6
23739,1,2,0.06379981671783479,11
23739,1,3,0.11349451992222473,13
23739,2,1,0.12787931972986705,8
23739,2,2,0.0858127368207823,14
23739,2,3,0.053264848739337234,7
23739,3,1,0.035630684330606774,16
23739,3,2,0.04705561245974124,4
23739,3,3,0.16815725621280897,9
23740,1,1,0.008809827266234787,6
23740,1,2,0.03330537448676327,9
23740,1,3,0.022789897686802996,15
23740,2,1,0.006606088642715176,15
23740,2,2,0.020298897240587793,11
23740,2,3,0.07782535539564606,3
23740,3,1,0.010844853609157212,9
23740,3,2,0.03846155692569356,9
23740,3,3,0.08996322806257896,11
23741,1,1,-0.01007488758053667,6
23741,1,2,-0.030576027321512114,8
23741,1,3,0.01476735708828112,16
23741,2,1,0.011169044927223112,15
23741,2,2,3.629809174116594e-4,12
23741,2,3,-0.05106242915220682,2
23741,3,1,0.0037586499193582226,9
23741,3,2,0.007537595029320155,9
23741,3,3,-0.027538321940435782,11
23742,1,1,-0.0024651076535775578,9
23742,1,2,0.04580599814312637,11
23742,1,3,0.07899439466380231,10
23742,2,1,0.03965341662262257,18
23742,2,2,0.05324874671112449,8
23742,2,3,0.03373273637730001,3
23742,3,1,0.06686844251478903,3
23742,3,2,0.07430121256219244,10
23742,3,3,0.08528587268309588,16
23743,1,1,0.019267869863396465,11
23743,1,2,0.02213219227931984,11
23743,1,3,0.08155792570810773,8
23743,2,1,0.02042715867005828,11
23743,2,2,0.04913952248832904,11
23743,2,3,0.06572696596459568,7
23743,3,1,0.014657660105889966,8
23743,3,2,0.03862355238463426,7
23743,3,3,0.05124877626506199,14
23744,1,1,-0.0038618599483621644,13
23744,1,2,-0.022748032253569556,8
23744,1,3,1.8878456868681108e-4,9
23744,2,1,-0.026547529062341074,14
23744,2,2,-0.024122288088719152,9
23744,2,3,-0.01648630482820427,6
23744,3,1,-0.023682111344962974,3
23744,3,2,-0.02950696728818917,12
23744,3,3,-0.02116123625536267,14
23745,1,1,-0.0711218445659586,14
23745,1,2,-0.09326377757329807,9
23745,1,3,-0.17103694441973766,7
23745,2,1,-0.07022228599907808,11
23745,2,2,-0.07790203410732437,12
23745,2,3,-0.08214305992047467,6
23745,3,1,-0.12033263753253029,5
23745,3,2,-0.12141536150850868,8
23745,3,3,-0.15593131330255688,16
23746,1,1,0.00913697158589484,16
23746,1,2,0.00812328579402806,8
23746,1,3,0.04915819657554711,6
23746,2,1,0.031947850815473564,11
23746,2,2,0.027193811328688443,10
23746,2,3,0.022462027548415447,8
23746,3,1,0.01970396199842983,3
23746,3,2,0.027920527092044775,11
23746,3,3,0.04815858639160295,15
23747,1,1,-0.0037136086872470164,17
23747,1,2,-0.02678955364184199,5
23747,1,3,0.0029995101253623424,8
23747,2,1,-0.004444893023042732,11
23747,2,2,0.006418926556791493,8
23747,2,3,0.04361662635447432,10
23747,3,1,0.008625729088869771,2
23747,3,2,0.02195346634143558,16
23747,3,3,0.047357747777528575,11
23748,1,1,0.059117888495159227,13
23748,1,2,0.0894219813280226,12
23748,1,3,0.04177888166403072,5
23748,2,1,0.03243447618042903,12
23748,2,2,0.00837489461788854,6
23748,2,3,0.013719707477096891,11
23748,3,1,0.03946384172342556,5
23748,3,2,0.027806669193166142,11
23748,3,3,0.05612478824861982,13
23749,1,1,-0.017419937869882034,10
23749,1,2,-0.03963903370020746,10
23749,1,3,-0.04349302933930148,10
23749,2,1,-0.02693835285583379,18
23749,2,2,-0.03769007346883002,7
23749,2,3,-0.0779336465752016,4
23749,3,1,-0.04634960638437752,2
23749,3,2,-0.05579548837178265,12
23749,3,3,-0.07997396792918063,15
23750,1,1,0.010350445769972216,10
23750,1,2,0.05784869509036264,12
23750,1,3,0.05979461333711575,8
23750,2,1,0.0338521119141229,16
23750,2,2,0.05491269122121416,5
23750,2,3,0.03476462615656016,8
23750,3,1,0.0821762961923917,4
23750,3,2,0.05070651122667027,12
23750,3,3,0.06965779191642668,13
23751,1,1,-0.020291951574768687,13
23751,1,2,-0.01029405042530428,9
23751,1,3,0.019936349925649965,8
23751,2,1,-6.749105355859058e-4,13
23751,2,2,0.011065173834255043,7
23751,2,3,0.0011908346842290423,9
23751,3,1,0.03020372395822249,4
23751,3,2,0.008392076387413452,13
23751,3,3,-0.006998148169480457,12
23752,1,1,0.007195448610907314,13
23752,1,2,-0.030899219015411858,8
23752,1,3,0.001587323583958067,9
23752,2,1,0.008584460351613546,14
23752,2,2,-0.025865554425213717,9
23752,2,3,-0.02451368350033082,6
23752,3,1,-0.04892889937626029,3
23752,3,2,-0.023423171909382673,12
23752,3,3,-0.04162835960580498,14
23753,1,1,0.0358492023788131,8
23753,1,2,0.02225533933765771,15
23753,1,3,0.07393777448259566,7
23753,2,1,0.023547258293604458,11
23753,2,2,0.021651354445197966,10
23753,2,3,0.019554609263535336,9
23753,3,1,0.04627355327980735,11
23753,3,2,0.0586505313060038,5
23753,3,3,0.02853119967087904,13
23754,1,1,0.018482270589011876,9
23754,1,2,0.031144525566013437,11
23754,1,3,0.010987365918032685,10
23754,2,1,0.00474896993560472,14
23754,2,2,-0.009444409121831782,8
23754,2,3,0.03526384207928951,8
23754,3,1,0.03617273816842174,7
23754,3,2,0.025607750333362527,11
23754,3,3,0.004299945608156751,11
23755,1,1,0.0627962720404071,9
23755,1,2,0.03874627320460609,11
23755,1,3,0.12247016965665056,10
23755,2,1,0.04511968056978266,13
23755,2,2,0.04375595582088694,9
23755,2,3,0.08383216416035086,8
23755,3,1,0.06864208189115192,8
23755,3,2,0.08496872597932884,10
23755,3,3,0.09332282291059577,11
23756,1,1,-0.03572728383798232,8
23756,1,2,-0.017446081185537178,10
23756,1,3,0.0014851906676357496,12
23756,2,1,-0.03201444171183991,12
23756,2,2,-0.0030539176599692847,11
23756,2,3,-0.040632960853247586,7
23756,3,1,-0.008639508153511897,10
23756,3,2,-0.006108821797334124,9
23756,3,3,0.026976203054099333,10
23757,1,1,-0.08125339900997035,8
23757,1,2,-0.0972326234575918,10
23757,1,3,-0.10339491885534155,12
23757,2,1,-0.054237437138493605,12
23757,2,2,-0.08124541178093184,9
23757,2,3,-0.09159279333614269,9
23757,3,1,-0.066082142065402,10
23757,3,2,-0.07213579890523673,11
23757,3,3,-0.013198931542180548,8
23758,1,1,0.05374206419269825,17
23758,1,2,0.07022049906829804,8
23758,1,3,0.14519007645464904,5
23758,2,1,0.028148440449188232,10
23758,2,2,0.022427050624374046,16
23758,2,3,0.10720266263126155,4
23758,3,1,0.07247126509989059,3
23758,3,2,0.08105876828839476,6
23758,3,3,0.06899310355843055,20
23759,1,1,-0.024824940442689868,17
23759,1,2,-0.030685678265404998,8
23759,1,3,0.016270970098234687,5
23759,2,1,0.008905838699967717,10
23759,2,2,0.017799296674027527,17
23759,2,3,0.03969929298487922,3
23759,3,1,0.07841187375710801,3
23759,3,2,0.011353113567444662,5
23759,3,3,0.040017987562760135,21
23760,1,1,0.027364650261639506,9
23760,1,2,0.0015045422607711336,14
23760,1,3,0.06746027372900612,7
23760,2,1,0.02017662372680922,15
23760,2,2,-0.009038628047302832,10
23760,2,3,0.014859917434516551,5
23760,3,1,0.03684351089027092,6
23760,3,2,0.0812171456014984,6
23760,3,3,0.1403373397683706,18
23761,1,1,-0.06550737256133149,12
23761,1,2,-0.06088822095551489,7
23761,1,3,-0.029591255339579174,11
23761,2,1,-0.0346951981295425,12
23761,2,2,-0.08048370760511521,11
23761,2,3,-0.0827959764584859,7
23761,3,1,-0.037884323357633684,6
23761,3,2,-0.012663190741762002,12
23761,3,3,-0.057484604890323684,12
23762,1,1,-0.03140077244101422,17
23762,1,2,-0.06281158114999327,10
23762,1,3,-0.17921480400388973,4
23762,2,1,-0.014462886657123905,8
23762,2,2,-0.018336591912058213,13
23762,2,3,-0.08200765971106895,9
23762,3,1,-0.06876677136399084,6
23762,3,2,-0.08202488244083447,7
23762,3,3,-0.125239837984453,17
23763,1,1,0.09289328122510734,17
23763,1,2,0.08338833636616261,7
23763,1,3,0.06859982944753869,7
23763,2,1,0.016572187619528684,10
23763,2,2,0.11031115580788661,11
23763,2,3,0.04057434645037135,9
23763,3,1,-0.01585153127414146,4
23763,3,2,0.02711251185382591,12
23763,3,3,0.033222615275133004,14
23764,1,1,0.04131028242529243,12
23764,1,2,0.06293118206048935,10
23764,1,3,0.06854335706614292,9
23764,2,1,0.048005787424823136,11
23764,2,2,0.04610483825467968,12
23764,2,3,0.0840251731521663,7
23764,3,1,0.06951890145162123,8
23764,3,2,0.04188624103025215,8
23764,3,3,0.03214068260305207,14
23765,1,1,0.02425895731052668,11
23765,1,2,0.055848646076840994,8
23765,1,3,0.030594317108619706,12
23765,2,1,0.015669370732784682,10
23765,2,2,0.03231734224444579,15
23765,2,3,0.009846266727485543,5
23765,3,1,0.03215248474455658,10
23765,3,2,0.05100950206606068,7
23765,3,3,-0.01534543687277,13
