asset,date,n_bars,log_ret,R_last,R_tercile_lag1_last,frac_bars_top_tercile_R,trailing_realised_vol_last,vol_tercile_lag1_last,exposure_benchmark_mean,ret_net_benchmark,exposure_overlay_w0.00_mean,ret_net_overlay_w0.00,exposure_volsizing_w0.00_mean,ret_net_volsizing_w0.00
BTC,2014-01-25,14,0.011146159608051646,2.2971385033217925e-4,1,0,0.019882368086688043,1,1,0.011146159608051646,1,0.011146159608051646,1,0.011146159608051646
BTC,2014-01-26,13,0.01794277548037697,2.3214962455029184e-4,1,0,0.019842985966238083,1,1,0.01794277548037697,1,0.01794277548037697,1,0.01794277548037697
BTC,2014-01-27,15,-0.05817382619696277,2.1732451339849965e-4,1,0,0.019058063051134007,1,1,-0.05817382619696277,1,-0.05817382619696277,1,-0.05817382619696277
BTC,2014-01-28,13,0.045108180303417136,2.1911428159609745e-4,1,0,0.018910955541246006,1,1,0.045108180303417136,1,0.045108180303417136,1,0.045108180303417136
BTC,2014-01-29,14,-0.02605998533272258,2.13652601718985e-4,1,0,0.018734343182381836,1,1,-0.02605998533272258,1,-0.02605998533272258,1,-0.02605998533272258
BTC,2014-01-30,17,0.016219943866763852,1.7415490621353185e-4,1,0,0.015563707830606512,1,1,0.016219943866763852,1,0.016219943866763852,1,0.016219943866763852
BTC,2014-01-31,14,0.005172699975265481,1.6194841225084186e-4,1,0,0.014975658963165826,1,1,0.005172699975265481,1,0.005172699975265481,1,0.005172699975265481
BTC,2014-02-01,9,0.01564862783831997,1.4572210774414053e-4,1,0,0.014107448211824032,1,1,0.01564862783831997,1,0.01564862783831997,1,0.01564862783831997
BTC,2014-02-02,8,-0.012361777752495575,1.4366095885394006e-4,1,0,0.013885108071823282,1,1,-0.012361777752495575,1,-0.012361777752495575,1,-0.012361777752495575
BTC,2014-02-03,10,0.006014402996265935,1.4322856167706192e-4,1,0,0.013851222532359127,1,1,0.006014402996265935,1,0.006014402996265935,1,0.006014402996265935
BTC,2014-02-04,14,-0.021428774930725657,1.343271353895602e-4,1,0,0.013248070465452013,1,1,-0.021428774930725657,1,-0.021428774930725657,1,-0.021428774930725657
BTC,2014-02-05,9,1.2461835644518747e-4,1.297697054793335e-4,1,0,0.013058852932299636,1,1,1.2461835644518747e-4,1,1.2461835644518747e-4,1,1.2461835644518747e-4
BTC,2014-02-06,14,-0.04445157452214013,1.2469953440022736e-4,1,0,0.012994532696787617,1,1,-0.04445157452214013,1,-0.04445157452214013,1,-0.04445157452214013
BTC,2014-02-07,21,-0.0722263803721873,1.2525452159317725e-4,1,0,0.013099261089369088,1,1,-0.0722263803721873,1,-0.0722263803721873,1,-0.0722263803721873
BTC,2014-02-08,20,-0.02097041890302468,1.2979326065140948e-4,1,0,0.013339845675130756,1,1,-0.02097041890302468,1,-0.02097041890302468,1,-0.02097041890302468
BTC,2014-02-09,23,-0.014842210193160604,1.2607465138615882e-4,1,0,0.013320545105482055,1,1,-0.014842210193160604,1,-0.014842210193160604,1,-0.014842210193160604
BTC,2014-02-10,19,0.0017401396502444953,1.6609865958554755e-4,1,0,0.015301101314795451,1,1,0.0017401396502444953,1,0.0017401396502444953,1,0.0017401396502444953
BTC,2014-02-11,20,0.034687111390176356,1.7746023597120473e-4,1,0,0.015470640570183696,1,1,0.034687111390176356,1,0.034687111390176356,1,0.034687111390176356
BTC,2014-02-12,10,-0.06339742264436597,1.846224929394395e-4,1,0,0.015889448807858256,1,1,-0.06339742264436597,1,-0.06339742264436597,1,-0.06339742264436597
BTC,2014-02-13,14,-0.07220756173303863,1.7849887410330802e-4,1,0,0.015903837457546338,1,1,-0.07220756173303863,1,-0.07220756173303863,1,-0.07220756173303863
BTC,2014-02-14,24,0.0717209716382094,1.8431927540227128e-4,1,0,0.016411481111819747,1,1,0.0717209716382094,1,0.0717209716382094,1,0.0717209716382094
BTC,2014-02-15,21,-0.01663102173193113,1.8868572366232263e-4,1,0,0.01656833562610256,1,1,-0.01663102173193113,1,-0.01663102173193113,1,-0.01663102173193113
BTC,2014-02-16,19,-0.05383215441945013,1.8717876132856646e-4,1,0,0.016616608191970833,1,1,-0.05383215441945013,1,-0.05383215441945013,1,-0.05383215441945013
BTC,2014-02-17,18,0.021176185151628175,1.8783458713039308e-4,1,0,0.016615119950574894,1,1,0.021176185151628175,1,0.021176185151628175,1,0.021176185151628175
BTC,2014-02-18,23,-0.002481521868906832,1.9426004488283215e-4,1,0,0.016636072114937086,1,1,-0.002481521868906832,1,-0.002481521868906832,1,-0.002481521868906832
BTC,2014-02-19,13,-0.010039400506758308,1.9637701660594619e-4,1,0,0.016619219954619867,1,1,-0.010039400506758308,1,-0.010039400506758308,1,-0.010039400506758308
BTC,2014-02-20,22,-0.11599543908009596,1.9476990915636192e-4,1,0,0.016524718413222075,1,1,-0.11599543908009596,1,-0.11599543908009596,1,-0.11599543908009596
BTC,2014-02-21,23,0.01963743977116094,2.0199490436432658e-4,1,0,0.016391817441140762,1,1,0.01963743977116094,1,0.01963743977116094,1,0.01963743977116094
BTC,2014-02-22,16,0.0639109809939624,2.1088235674547617e-4,1,0,0.016612127361363402,1,1,0.0639109809939624,1,0.0639109809939624,1,0.0639109809939624
BTC,2014-02-23,19,0.011144937900211717,2.092576855817536e-4,1,0,0.01648225360785167,1,1,0.011144937900211717,1,0.011144937900211717,1,0.011144937900211717
BTC,2014-02-24,21,-0.07553552414490712,2.0386083802397412e-4,1,0,0.016359099445575204,1,1,-0.07553552414490712,1,-0.07553552414490712,1,-0.07553552414490712
BTC,2014-02-25,21,-0.06575453290756479,2.1624981126807963e-4,1,0,0.017279069739158392,1,1,-0.06575453290756479,1,-0.06575453290756479,1,-0.06575453290756479
BTC,2014-02-26,24,0.0921024862462475,2.0720229654856795e-4,1,0,0.017522214574692985,1,1,0.0921024862462475,1,0.0921024862462475,1,0.0921024862462475
BTC,2014-02-27,20,0.015569312481588913,2.0454656403382456e-4,1,0,0.017550020494214683,1,1,0.015569312481588913,1,0.015569312481588913,1,0.015569312481588913
BTC,2014-02-28,15,-0.03852932257551622,2.1032348699895557e-4,1,0,0.01774214186380812,2,1,-0.03852932257551622,1,-0.03852932257551622,1,-0.03852932257551622
BTC,2014-03-01,14,0.0018431061727973014,2.1124533017620925e-4,1,0,0.017753488558422688,2,1,0.0018431061727973014,1,0.0018431061727973014,1,0.0018431061727973014
BTC,2014-03-02,9,0.005203827875027245,2.160363464754098e-4,2,0,0.017762920444872266,2,1,0.005203827875027245,1,0.005203827875027245,1,0.005203827875027245
BTC,2014-03-03,15,0.1431314660091735,2.208440401867964e-4,2,0,0.01823193702095609,2,1,0.1431314660091735,1,0.1431314660091735,1,0.1431314660091735
BTC,2014-03-04,21,0.020269427385254116,2.2056450923675275e-4,2,0,0.01823930417051852,2,1,0.020269427385254116,1,0.020269427385254116,1,0.020269427385254116
BTC,2014-03-05,9,5.728596870795827e-4,2.2098472146365693e-4,2,0,0.018277783853213412,2,1,5.728596870795827e-4,1,5.728596870795827e-4,1,5.728596870795827e-4
BTC,2014-03-06,11,-0.021201257458792252,2.2111892590408305e-4,2,0,0.018313527232031827,2,1,-0.021201257458792252,1,-0.021201257458792252,1,-0.021201257458792252
BTC,2014-03-07,17,-0.046832630500610366,2.196963697258806e-4,2,0,0.018279385093022803,2,1,-0.046832630500610366,1,-0.046832630500610366,1,-0.046832630500610366
BTC,2014-03-08,16,-3.0133407209606555e-4,2.2816362109481556e-4,2,0,0.018561563479084633,2,1,-3.0133407209606555e-4,1,-3.0133407209606555e-4,1,-3.0133407209606555e-4
BTC,2014-03-09,7,0.018577828620183888,2.2843441047045126e-4,2,0,0.018497056107401044,2,1,0.018577828620183888,1,0.018577828620183888,1,0.018577828620183888
BTC,2014-03-10,14,-0.009084018831187896,2.305947631781474e-4,2,0,0.018494556013696706,2,1,-0.009084018831187896,1,-0.009084018831187896,1,-0.009084018831187896
BTC,2014-03-11,9,-0.001676752590712009,2.2945241874931362e-4,2,0,0.01854515892845485,2,1,-0.001676752590712009,1,-0.001676752590712009,1,-0.001676752590712009
BTC,2014-03-12,12,-0.013648190092130452,2.3100287871801885e-4,2,0,0.01861285056366933,2,1,-0.013648190092130452,1,-0.013648190092130452,1,-0.013648190092130452
BTC,2014-03-13,14,0.03280452862786777,2.347110544398678e-4,2,0,0.018598701234179862,2,1,0.03280452862786777,1,0.03280452862786777,1,0.03280452862786777
BTC,2014-03-14,10,-0.03450036945930978,2.386754996892953e-4,2,0,0.018612277025542995,2,1,-0.03450036945930978,1,-0.03450036945930978,1,-0.03450036945930978
BTC,2014-03-15,5,0.023114077785504228,2.379482549134781e-4,2,0,0.01858245639287295,2,1,0.023114077785504228,1,0.023114077785504228,1,0.023114077785504228
BTC,2014-03-16,6,0.009168368086879602,2.370656923699263e-4,2,0,0.018603334488585026,2,1,0.009168368086879602,1,0.009168368086879602,1,0.009168368086879602
BTC,2014-03-17,8,-0.022050868473199675,2.4080397250756508e-4,2,0,0.01860701426589859,2,1,-0.022050868473199675,1,-0.022050868473199675,1,-0.022050868473199675
BTC,2014-03-18,14,-0.02854745754401314,2.4404134851052395e-4,2,0,0.0185873650943793,2,1,-0.02854745754401314,1,-0.02854745754401314,1,-0.02854745754401314
BTC,2014-03-19,14,4.499271872021535e-4,2.4486754501980973e-4,2,0,0.018607592463828017,2,1,4.499271872021535e-4,1,4.499271872021535e-4,1,4.499271872021535e-4
BTC,2014-03-20,15,-0.049696936139705494,2.470813750957781e-4,2,0,0.018662596781181203,2,1,-0.049696936139705494,1,-0.049696936139705494,1,-0.049696936139705494
BTC,2014-03-21,20,-6.938893903907228e-17,2.4805990454578595e-4,2,0,0.01872705212776838,2,1,-6.938893903907228e-17,1,-6.938893903907228e-17,1,-6.938893903907228e-17
BTC,2014-03-22,15,-0.030460640300692458,2.4887142024106337e-4,2,0,0.01876761930974737,2,1,-0.030460640300692458,1,-0.030460640300692458,1,-0.030460640300692458
BTC,2014-03-23,9,-0.0065986504099232405,2.517201664278155e-4,2,0,0.01876860757170876,2,1,-0.0065986504099232405,1,-0.0065986504099232405,1,-0.0065986504099232405
BTC,2014-03-24,12,0.029232555126966216,2.5865474164202354e-4,2,0,0.018772119566795444,2,1,0.029232555126966216,1,0.029232555126966216,1,0.029232555126966216
BTC,2014-03-25,13,-0.002394818487888967,2.7129167064976836e-4,2,0,0.01865488904139914,2,1,-0.002394818487888967,1,-0.002394818487888967,1,-0.002394818487888967
BTC,2014-03-26,14,0.0018563239093524367,2.6813430164472656e-4,2,0,0.018551831798932262,2,1,0.0018563239093524367,1,0.0018563239093524367,1,0.0018563239093524367
BTC,2014-03-27,21,-0.13189324224326948,2.665181834837136e-4,2,0,0.018573852548695455,2,1,-0.13189324224326948,1,-0.13189324224326948,1,-0.13189324224326948
BTC,2014-03-28,22,0.007174572861306199,2.335430448093266e-4,2,0,0.01725962764752046,1,1,0.007174572861306199,1,0.007174572861306199,1,0.007174572861306199
BTC,2014-03-29,9,-0.002891154356129911,2.2877681114075486e-4,2,0,0.01708106564318408,1,1,-0.002891154356129911,1,-0.002891154356129911,1,-0.002891154356129911
BTC,2014-03-30,21,-0.10755279766258573,2.2978199527176496e-4,2,0,0.01712671976493147,1,1,-0.10755279766258573,1,-0.10755279766258573,1,-0.10755279766258573
BTC,2014-03-31,20,-1.947966423721456e-4,2.2165488599029312e-4,2,0,0.016794715613152104,1,1,-1.947966423721456e-4,1,-1.947966423721456e-4,1,-1.947966423721456e-4
BTC,2014-04-01,16,0.05596260078034285,2.2332395575653548e-4,2,0,0.016496673752711244,1,1,0.05596260078034285,1,0.05596260078034285,1,0.05596260078034285
BTC,2014-04-02,12,-0.09738287850821116,2.2234683346996576e-4,2,0,0.016343938145802595,1,1,-0.09738287850821116,1,-0.09738287850821116,1,-0.09738287850821116
BTC,2014-04-03,18,0.04026055207195821,2.2087809515980696e-4,1,0,0.016348221931101876,1,1,0.04026055207195821,1,0.04026055207195821,1,0.04026055207195821
BTC,2014-04-04,21,-0.0065353721055168654,2.829905244581328e-4,3,0.23809523809523808,0.018525732308607653,2,1,-0.0065353721055168654,0.7619047619047619,-0.016553585115101556,1,-0.0065353721055168654
BTC,2014-04-05,9,0.019442940788819734,2.926874254998836e-4,3,1,0.018507448979257976,2,1,0.019442940788819734,0,0,1,0.019442940788819734
BTC,2014-04-06,11,-0.012976273002901441,2.95139812774249e-4,3,1,0.01849530301193673,2,1,-0.012976273002901441,0,0,1,-0.012976273002901441
BTC,2014-04-07,10,5.654089158942943e-4,2.981656838919748e-4,3,1,0.01859640432497462,2,1,5.654089158942943e-4,0,0,1,5.654089158942943e-4
BTC,2014-04-08,10,-0.006959701383386117,3.0024887201837247e-4,3,1,0.018593540921459425,2,1,-0.006959701383386117,0,0,1,-0.006959701383386117
BTC,2014-04-09,10,-0.012888285806872773,3.0652401284530156e-4,3,1,0.018626107647590213,2,1,-0.012888285806872773,0,0,1,-0.012888285806872773
BTC,2014-04-10,18,-0.1975771848403013,3.233088796061205e-4,3,1,0.018902574261024582,2,1,-0.1975771848403013,0,0,1,-0.1975771848403013
BTC,2014-04-11,14,0.14779639449939241,3.9187942860384163e-4,3,1,0.02068127748819974,2,1,0.14779639449939241,0,0,1,0.14779639449939241
BTC,2014-04-12,7,0.03868514231123758,4.011136062769507e-4,3,1,0.02085240771786083,2,1,0.03868514231123758,0,0,1,0.03868514231123758
BTC,2014-04-13,10,-0.04149674778468899,4.153979798479608e-4,3,1,0.021186282441416147,2,1,-0.04149674778468899,0,0,1,-0.04149674778468899
BTC,2014-04-14,17,0.048298030820655244,4.026579622586993e-4,3,1,0.02125894066286483,2,1,0.048298030820655244,0,0,1,0.048298030820655244
BTC,2014-04-15,19,0.17088506860670372,4.108609274422917e-4,3,1,0.021623728733551905,2,1,0.17088506860670372,0,0,1,0.17088506860670372
BTC,2014-04-16,18,-0.021884924080081983,4.002629186412116e-4,3,1,0.021687336787408012,2,1,-0.021884924080081983,0,0,1,-0.021884924080081983
BTC,2014-04-17,22,-0.03832024301422211,3.9887660347275776e-4,3,1,0.021019057654193513,2,1,-0.03832024301422211,0,0,1,-0.03832024301422211
BTC,2014-04-18,16,-0.03735534846195953,4.290282821308143e-4,3,1,0.020891878421042166,2,1,-0.03735534846195953,0,0,1,-0.03735534846195953
BTC,2014-04-19,12,0.03863001987761537,4.266499674679014e-4,3,1,0.020773921807723306,2,1,0.03863001987761537,0,0,1,0.03863001987761537
BTC,2014-04-20,5,4.8290532375663137e-4,4.2796238194146613e-4,3,1,0.020785341858044194,2,1,4.8290532375663137e-4,0,0,1,4.8290532375663137e-4
BTC,2014-04-21,12,-0.016616036837453458,4.295863354734341e-4,3,1,0.020784454391527766,2,1,-0.016616036837453458,0,0,1,-0.016616036837453458
BTC,2014-04-22,14,-0.013573111715048906,4.498482581085088e-4,3,1,0.020747887394878914,2,1,-0.013573111715048906,0,0,1,-0.013573111715048906
BTC,2014-04-23,10,0.011960585695896178,4.4960505858874665e-4,3,1,0.020660450539614062,2,1,0.011960585695896178,0,0,1,0.011960585695896178
BTC,2014-04-24,9,0.015743180326312167,4.4799439607998484e-4,3,1,0.020616786184489994,2,1,0.015743180326312167,0,0,1,0.015743180326312167
BTC,2014-04-25,15,-0.06577519762897355,4.4822227240391677e-4,3,1,0.020758272033428254,2,1,-0.06577519762897355,0,0,1,-0.06577519762897355
BTC,2014-04-26,7,-0.016529912858157365,4.544884711459851e-4,3,1,0.020403380726759353,2,1,-0.016529912858157365,0,0,1,-0.016529912858157365
