"name","time"
"port_combined","2026-08-05T14:35:52Z"
"port_comparison_plot","2026-08-25T18:38:51Z"
"port_hrp_weights","2026-08-25T18:38:29Z"
"port_metrics","2026-08-18T18:01:42Z"
"port_monthly_returns","2026-08-05T14:35:56Z"
"port_optimal_weights","2026-08-06T21:22:27Z"
"port_params","2026-04-18T11:04:41Z"
"port_returns","2026-08-18T13:44:46Z"
"pso_optimal_register_runs","2026-08-26T10:13:29Z"
"qa_anchor_in_range","2026-08-27T13:45:41Z"
"qa_artefact_registry","2026-08-26T09:59:45Z"
"qa_borrow_status_registry","2026-08-27T13:45:53Z"
"qa_html_quality","2026-08-27T13:45:51Z"
"qa_interval_coverage","2026-08-27T13:46:00Z"
"qa_leaderboard_coverage","2026-08-27T13:46:00Z"
"qa_leaderboard_deflated_sharpe_coverage","2026-08-27T13:46:00Z"
"qa_leaderboard_detection_power_coverage","2026-08-27T13:46:00Z"
"qa_leaderboard_detection_power_values","2026-08-27T13:46:00Z"
"qa_leaderboard_metric_ranges","2026-08-27T13:46:00Z"
"qa_leaderboard_no_validation","2026-08-27T13:46:00Z"
"qa_leaderboard_period_vocab","2026-08-27T13:46:01Z"
"qa_leaderboard_sharpe_coherence","2026-08-27T13:46:00Z"
"qa_legacy_leaderboard_sentinel","2026-08-26T09:58:44Z"
"qa_lending_status_registry","2026-08-27T13:45:54Z"
"qa_look_ahead_bias","2026-08-27T13:45:50Z"
"qa_metadata_sync","2026-08-27T13:45:40Z"
"qa_metric_window_bounds","2026-08-27T13:45:58Z"
"qa_no_bare_diagram_urls","2026-08-27T13:45:51Z"
"qa_no_published_validation_reads","2026-08-27T13:45:49Z"
"qa_pkg_source_tracked","2026-08-27T13:45:54Z"
"qa_portfolio_join_coverage","2026-08-27T13:45:58Z"
"qa_stk_drif_month_coverage","2026-08-27T13:45:58Z"
"qa_summary","2026-08-27T13:46:01Z"
"qa_vignette_cross_refs","2026-08-27T13:45:41Z"
"qa_volume_sanity","2026-08-27T13:45:49Z"
"quiz_json","2026-05-18T20:41:58Z"
"quiz_params","2026-04-26T21:43:10Z"
"quiz_rounds","2026-08-25T18:09:31Z"
"rafi_caption","2026-08-18T19:31:05Z"
"rafi_data","2026-08-25T18:08:56Z"
"rafi_decay","2026-05-01T07:18:01Z"
"rafi_ff_regression","2026-08-25T18:12:08Z"
"rafi_metrics","2026-08-18T19:30:45Z"
"rafi_params","2026-08-18T19:30:40Z"
"rafi_portfolios","2026-08-18T19:30:41Z"
"regime_allocation_comparison","2026-05-18T21:01:14Z"
"regime_allocation_plot","2026-05-18T21:01:14Z"
"regime_classification","2026-08-06T21:22:31Z"
"regime_comparison_table","2026-05-18T21:01:12Z"
"regime_corr_matrices","2026-06-26T11:51:06Z"
"regime_corr_summary","2026-06-26T11:51:25Z"
"regime_cumulative_plot","2026-05-18T21:01:13Z"
"regime_metrics","2026-08-06T21:22:32Z"
"regime_momentum_caption","2026-05-18T21:01:22Z"
"regime_params","2026-04-20T18:05:51Z"
"regime_plot","2026-08-25T18:38:54Z"
"regime_portfolio","2026-08-05T14:35:58Z"
"regime_rescue_test","2026-05-18T21:01:12Z"
"regime_stats","2026-08-25T11:33:21Z"
"regime_transitions_table","2026-05-18T20:54:42Z"
"regime_vol","2026-08-05T14:35:48Z"
"regime_weights","2026-08-05T14:35:57Z"
"reversal_speed_stats","2026-08-25T11:33:23Z"
"rolling_sharpe_plot","2026-05-18T21:01:05Z"
"rsc_alpha_decay","2026-08-25T18:12:29Z"
"rsc_caption","2026-08-18T19:31:18Z"
"rsc_data","2026-08-25T18:09:02Z"
"rsc_metrics","2026-08-25T18:13:10Z"
"rsc_overlay_comparison","2026-08-25T18:13:10Z"
"rsc_overlay_drif","2026-08-18T13:22:21Z"
"rsc_overlay_fac_max","2026-08-18T13:22:21Z"
"rsc_params","2026-08-16T19:04:50Z"
"rsc_plot","2026-08-25T18:12:54Z"
"rsc_plot_signals","2026-08-25T18:12:28Z"
"rsc_portfolio","2026-08-16T19:22:47Z"
"rsc_regime","2026-08-16T19:05:10Z"
"rsc_register_runs","2026-08-26T10:13:26Z"
"rsc_signals","2026-08-16T19:04:53Z"
"rsc_subperiod","2026-08-25T18:12:54Z"
"rsc_thresholds","2026-08-16T19:05:09Z"
"sb_break_results","2026-08-26T09:52:13Z"
"sb_params","2026-06-25T16:43:00Z"
"sb_strategy_returns","2026-08-26T09:52:07Z"
"shadow_avoid_worst","2026-08-25T18:12:36Z"
"shadow_caption","2026-05-18T21:01:05Z"
"shadow_optimal","2026-05-18T21:00:36Z"
"shadow_params","2026-05-10T18:34:20Z"
"shadow_summary","2026-05-18T20:54:41Z"
"simulate_paths","2026-08-25T18:12:12Z"
"sol_bt_monthly_baseline","2026-06-27T10:49:03Z"
"sol_bt_monthly_btc_adj","2026-06-27T10:49:06Z"
"sol_bt_monthly_residual","2026-06-27T10:49:09Z"
"sol_bt_weekly_baseline","2026-06-16T06:26:40Z"
"sol_bt_weekly_btc_adj","2026-06-16T06:26:07Z"
"sol_bt_weekly_residual","2026-06-16T06:26:22Z"
"sol_btc_beta_stats","2026-06-16T06:24:41Z"
"sol_btc_betas","2026-06-16T06:22:41Z"
"sol_btc_returns","2026-06-16T06:22:35Z"
"sol_cumulative_plot","2026-06-16T06:56:02Z"
"sol_performance_summary","2026-06-16T06:56:01Z"
"sol_raw_data","2026-06-16T06:21:36Z"
"sol_returns","2026-06-16T06:22:30Z"
"sol_signals","2026-06-16T06:25:01Z"
"sol_signals_raw","2026-06-16T06:24:40Z"
"sol_vol_weights","2026-06-16T06:22:35Z"
"spike_comparison","2026-08-25T11:33:23Z"
"spike_comparison_table","2026-06-16T06:22:38Z"
"spike_durations","2026-08-25T11:33:21Z"
"spike_timeline_plot","2026-08-25T11:33:37Z"
"spy_tlt_regime_comparison","2026-06-26T11:51:25Z"
"stk_all_caption","2026-08-06T21:22:28Z"
"stk_all_comparison","2026-08-18T20:13:46Z"
"stk_all_comparison_plot","2026-08-25T18:38:45Z"
"stk_daily_ret","2026-06-27T18:11:31Z"
"stk_drif_features","2026-08-06T21:19:07Z"
"stk_drif_metrics","2026-08-18T18:01:40Z"
"stk_drif_plot","2026-08-25T18:38:28Z"
"stk_drif_portfolio","2026-08-18T13:44:46Z"
"stk_drif_register_runs","2026-08-26T10:13:27Z"
"stk_drif_signal","2026-08-06T21:21:06Z"
"stk_max_adv_cap_impact","2026-08-18T19:32:14Z"
"stk_max_hrp_comparison","2026-08-18T19:32:14Z"
"stk_max_metrics","2026-08-18T18:01:40Z"
"stk_max_plot","2026-08-25T18:13:00Z"
"stk_max_portfolio","2026-08-18T13:44:44Z"
"stk_max_portfolio_hrp","2026-08-18T19:31:31Z"
"stk_max_portfolio_hrp_adv","2026-08-18T19:31:40Z"
"stk_max_register_runs","2026-08-26T10:13:25Z"
"stk_max_signal","2026-06-27T18:11:31Z"
"stk_max_vs_factor","2026-08-18T19:32:13Z"
"stk_max_vs_factor_plot","2026-08-25T18:38:28Z"
"stk_monthly","2026-06-27T18:11:28Z"
"stk_monthly_adv","2026-06-27T18:11:29Z"
"stk_params","2026-08-06T20:57:07Z"
"stk_rf","2026-08-25T18:08:55Z"
"stk_top_tickers","2026-08-27T13:45:53Z"
"stk_universe","2026-08-25T18:12:06Z"
"stock_returns_monthly","2026-05-18T13:58:52Z"
"strat_corr_augment","2026-08-05T14:35:55Z"
"strat_corr_matrix","2026-08-05T14:35:48Z"
"strat_corr_matrix_leaderboard","2026-08-26T09:52:13Z"
"strat_deflated_sharpe","2026-08-26T09:52:14Z"
"strat_keff_vertox","2026-08-26T10:13:29Z"
"strat_keff_vertox_leaderboard","2026-08-26T09:52:13Z"
"strat_returns_aligned","2026-08-17T15:24:15Z"
"strat_returns_daily_native","2026-08-26T09:52:06Z"
"strat_returns_wide","2026-08-26T09:52:09Z"
"strategy_correlation","2026-08-05T14:35:38Z"
"strategy_cost_convention","2026-08-24T22:19:43Z"
"strategy_digest_attention","2026-08-26T09:52:17Z"
"strategy_digest_caption","2026-08-26T09:52:17Z"
"strategy_digest_delta","2026-08-26T09:52:15Z"
"strategy_digest_email","2026-08-27T09:07:45Z"
"strategy_gross_convention","2026-08-04T17:04:11Z"
"strategy_names","2026-08-24T22:19:30Z"
"structural_breaks_caption","2026-08-26T09:52:13Z"
"structural_breaks_summary","2026-08-26T09:52:13Z"
"tom_caption","2026-08-18T19:31:40Z"
"tom_daily","2026-08-25T18:11:29Z"
"tom_indicator","2026-08-18T13:28:53Z"
"tom_metrics","2026-08-18T18:01:39Z"
"tom_param_sweep","2026-08-18T19:30:45Z"
"tom_params","2026-08-06T20:57:08Z"
"tom_plot","2026-08-25T18:12:35Z"
"tom_portfolio","2026-08-18T13:28:53Z"
"tom_register_runs","2026-08-26T10:13:21Z"
"tom_rf_daily","2026-08-18T13:28:38Z"
"turnover_analysis","2026-05-18T21:01:04Z"
"vig_cr_corr","2026-06-26T18:00:42Z"
"vig_cr_coverage","2026-05-18T20:41:34Z"
"vig_cr_major","2026-05-18T20:39:01Z"
"vig_cr_stable","2026-05-18T20:41:27Z"
"vig_eq_aapl","2026-06-26T18:00:00Z"
"vig_eq_coverage","2026-05-18T20:41:27Z"
"vig_eq_faang","2026-06-26T17:10:15Z"
"vig_eq_vol","2026-06-26T18:00:37Z"
"vig_fa_coverage","2026-05-18T20:41:28Z"
"vig_fa_ff3","2026-05-18T20:41:29Z"
"vig_fa_ff5","2026-05-18T20:41:30Z"
"vig_fa_mom","2026-05-18T20:41:33Z"
"vig_lse_coverage","2026-05-18T20:41:33Z"
"vig_lse_currency","2026-05-18T20:39:56Z"
"vig_lse_families","2026-05-18T20:39:59Z"
"vig_lse_ftse_vs_global","2026-05-18T20:39:54Z"
"vig_lse_liquid","2026-05-18T20:39:46Z"
"vig_lse_yield","2026-05-18T20:40:03Z"
"vig_ma_coverage","2026-05-18T20:40:00Z"
"vig_ma_rates","2026-05-18T20:40:03Z"
"vig_ma_spreads","2026-08-04T17:04:16Z"
"vig_ma_yc","2026-05-18T20:40:01Z"
"vig_meta_cr_corr","2026-06-26T18:00:39Z"
"vig_meta_cr_major","2026-05-18T20:39:52Z"
"vig_meta_cr_stable","2026-05-18T20:39:57Z"
"vig_meta_eq_aapl","2026-06-26T18:00:44Z"
"vig_meta_eq_faang","2026-05-18T20:41:32Z"
"vig_meta_eq_vol","2026-06-26T18:01:20Z"
"vig_meta_lse_currency","2026-05-18T20:40:00Z"
"vig_meta_lse_ftse_global","2026-05-18T20:39:56Z"
"vig_meta_lse_liquid","2026-05-18T20:39:59Z"
"vig_meta_lse_yield","2026-05-18T20:41:29Z"
"vig_setup","2026-05-18T20:39:58Z"
"vix_daily","2026-08-25T18:08:38Z"
"vix_ma_3m","2026-08-25T11:30:45Z"
"vix_monthly","2026-06-16T06:22:38Z"
"vix_regimes","2026-08-25T11:30:45Z"
"vix_stability","2026-05-18T20:51:56Z"
"vix_stability_table","2026-05-18T20:54:41Z"
"vmo_caption","2026-05-18T20:41:59Z"
"vmo_daily","2026-08-25T18:09:20Z"
"vmo_params","2026-04-30T06:01:48Z"
"vmo_results","2026-05-18T20:41:35Z"
"vol_spikes","2026-08-25T11:30:46Z"
"vol_transitions","2026-05-18T20:51:57Z"
"vvix_daily","2026-05-10T18:34:20Z"
"vvix_regimes","2026-05-18T20:42:18Z"
"wfc_all_summary","2026-08-06T21:22:25Z"
"wfc_drif_grid","2026-08-06T21:19:32Z"
"wfc_drif_grid_is","2026-08-06T21:09:10Z"
"wfc_drif_grid_oos","2026-08-06T21:11:04Z"
"wfc_drif_result","2026-08-25T18:12:46Z"
"wfc_fm_grid","2026-08-06T21:19:33Z"
"wfc_fm_grid_is","2026-08-06T21:14:29Z"
"wfc_fm_grid_oos","2026-08-06T21:14:41Z"
"wfc_fm_result","2026-08-25T18:12:48Z"
"wfc_params","2026-08-06T20:57:07Z"
"wfc_summary","2026-08-06T21:22:27Z"
"ws_diag_raw","2026-08-25T18:12:01Z"
"ws_diag_vig_caption","2026-07-02T09:19:13Z"
"ws_diag_vig_plot","2026-07-02T09:19:13Z"
"ws_diag_vig_table","2026-07-02T09:19:12Z"
"xgb_drif_metrics","2026-08-18T18:01:40Z"
"xgb_drif_portfolio","2026-08-18T13:44:46Z"
"xgb_drif_register_runs","2026-08-26T10:13:27Z"
"xgb_drif_signal","2026-08-06T21:22:12Z"
"xgb_feature_importance","2026-08-06T21:22:12Z"
"xgb_params","2026-04-18T20:49:45Z"
"xgb_vs_enet","2026-08-18T20:13:45Z"
"xgb_vs_enet_plot","2026-08-25T18:38:45Z"
"zak_all_backtests","2026-05-18T21:01:11Z"
"zak_alloc_linear","2026-08-25T11:33:21Z"
"zak_alloc_piecewise","2026-08-25T11:33:21Z"
"zak_alloc_sigmoid","2026-08-25T11:33:21Z"
"zak_alloc_step","2026-08-25T11:33:21Z"
"zak_allocation_plot","2026-05-18T21:01:21Z"
"zak_backtest_linear","2026-08-25T11:34:45Z"
"zak_backtest_piecewise","2026-08-25T11:34:43Z"
"zak_backtest_sigmoid","2026-08-25T11:34:44Z"
"zak_backtest_step","2026-08-25T11:34:46Z"
"zak_baseline_signals","2026-05-18T21:00:25Z"
"zak_caption","2026-05-18T21:01:25Z"
"zak_cumulative_plot","2026-08-25T12:18:16Z"
"zak_performance_table","2026-06-27T09:37:24Z"
"zak_signal_percentile","2026-08-25T11:30:45Z"
"zak_signal_raw","2026-08-25T11:30:45Z"
"zak_signal_relative","2026-08-25T11:30:46Z"
"zak_summary","2026-06-27T09:37:24Z"
"zak_transition_analysis","2026-05-18T21:01:22Z"
"zak_vix_allocation_scatter","2026-05-18T21:01:21Z"
